fid,no,gender_code,age_code,dept_code,grade_code,ownbike_code,shared_bike_code,expense_code,WA_place_code,WA_min1_1,WA_min2_1,WA_min3_1,WA_min5_1,WA_freq_code,WB_place_code,WB_min1_1,WB_min2_1,WB_min3_1,WB_min5_1,WB_freq_code
73,qx946,1,0.833333333,1,1,1,0.666666667,0.833333333,0,0.145145056,0.438925137,0.596556993,0.778461169,3,1,0.813066538,0.49979998,0.526027453,0.565533905,0
74,qx2041,1,0.833333333,1,1,0.666666667,0.666666667,0.5,0,0.127817913,0.143037321,0.17004532,0.24092442,2,1,0.813066538,0.49979998,0.526027453,0.565533905,0
75,qx957,1,0.833333333,1,1,0.666666667,0.666666667,0.5,0,0.107598128,0.097325425,0.12324539,0.208490535,1,1,0.813066538,0.49979998,0.526027453,0.565533905,0
76,qx942,1,0.833333333,1,1,1,1,0.5,0,0.107598128,0.097325425,0.12324539,0.208490535,1,1,0.813066538,0.49979998,0.526027453,0.565533905,0
77,qx961,1,0.833333333,1,1,0.666666667,0.666666667,0.5,0,0.107598128,0.097325425,0.12324539,0.208490535,0,1,0.813066538,0.49979998,0.526027453,0.565533905,0
78,qx1076,1,0.833333333,1,1,0.666666667,0.666666667,0.5,0,0.107598128,0.097325425,0.12324539,0.208490535,0,1,0.813066538,0.49979998,0.526027453,0.565533905,0
79,qx948,1,1,1,1,0.666666667,0.666666667,0.666666667,1,0.813066538,0.49979998,0.526027453,0.565533905,2,0,0.107598128,0.097325425,0.12324539,0.208490535,1
80,qx936,1,1,1,1,0.666666667,1,0.666666667,1,0.813066538,0.49979998,0.526027453,0.565533905,2,0,0.019933082,0.070214507,0.114742938,0.200933413,1
81,qx1067,1,1,1,1,0.333333333,1,0.5,0,0.145145056,0.438925137,0.596556993,0.778461169,1,1,0.813066538,0.49979998,0.526027453,0.565533905,1
82,qx954,1,1,1,1,0.666666667,0.666666667,0.833333333,1,0.813066538,0.49979998,0.526027453,0.565533905,1,0,0.107598128,0.097325425,0.12324539,0.208490535,1
83,qx963,1,1,1,1,0.666666667,0.666666667,0.833333333,1,0.813066538,0.49979998,0.526027453,0.565533905,1,0,0.019933082,0.070214507,0.114742938,0.200933413,1
84,qx1069,1,1,1,1,0.666666667,0.666666667,0.666666667,0,0.145145056,0.438925137,0.596556993,0.778461169,1,1,0.813066538,0.49979998,0.526027453,0.565533905,0
85,qx949,1,1,1,1,0.666666667,1,0.5,0,0.24461533,0.156678963,0.162475569,0.226441768,1,1,0.813066538,0.49979998,0.526027453,0.565533905,0
86,qx934,1,1,1,1,0.666666667,0.666666667,0.666666667,1,0.813066538,0.49979998,0.526027453,0.565533905,1,0,0.107598128,0.097325425,0.12324539,0.208490535,0
87,qx933,1,1,1,1,0.666666667,0.666666667,0.5,0,0.174183896,0.138190838,0.152033103,0.203126247,0,1,0.813066538,0.49979998,0.526027453,0.565533905,0
88,qx2432,0,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.218287219,0.141634194,0.156633384,0.206330437,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
89,qx2548,0,0.5,0.666666667,0,0.666666667,0.666666667,0.333333333,0,0.218287219,0.141634194,0.156633384,0.206330437,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
90,qx2427,0,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.218287219,0.141634194,0.156633384,0.206330437,0,1,0.335307221,0.210294092,0.256314383,0.312516464,0
91,qx2544,0,0.666666667,0.666666667,0,0.666666667,0.666666667,0.833333333,0,0.218287219,0.141634194,0.156633384,0.206330437,3,1,0.335307221,0.210294092,0.256314383,0.312516464,2
92,qx2383,0,0.666666667,0.666666667,0,0.666666667,0.666666667,0.833333333,0,0.218287219,0.141634194,0.156633384,0.206330437,4,1,0.335307221,0.210294092,0.256314383,0.312516464,0
93,qx1122,1,0.333333333,0.666666667,0,0.666666667,0.666666667,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,3,1,0.335307221,0.210294092,0.256314383,0.312516464,0
94,qx2972,1,0.333333333,0.666666667,0,0.666666667,0.666666667,0.833333333,0,0.205236945,0.190258392,0.248309964,0.344707279,5,1,0.335307221,0.210294092,0.256314383,0.312516464,0
95,qx2991,1,0.333333333,0.666666667,0,0.666666667,0.666666667,0.333333333,0,0.205236945,0.190258392,0.248309964,0.344707279,0,1,0.335307221,0.210294092,0.256314383,0.312516464,0
96,qx3002,1,0.333333333,0.666666667,0,0.666666667,0.333333333,0.333333333,0,0.205236945,0.190258392,0.248309964,0.344707279,0,1,0.335307221,0.210294092,0.256314383,0.312516464,0
97,qx2454,1,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.128384983,0.107418401,0.140178924,0.189175037,2,1,0.335307221,0.210294092,0.256314383,0.312516464,2
98,qx3005,1,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.205236945,0.190258392,0.248309964,0.344707279,3,1,0.335307221,0.210294092,0.256314383,0.312516464,0
99,qx2433,1,0.5,0.666666667,0,0.666666667,0.666666667,0.666666667,0,0.205236945,0.190258392,0.248309964,0.344707279,3,1,0.335307221,0.210294092,0.256314383,0.312516464,0
100,qx2783,1,0.5,0.666666667,0,0.666666667,0.333333333,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,3,1,0.335307221,0.210294092,0.256314383,0.312516464,0
101,qx3015,1,0.5,0.666666667,0,0.666666667,0.666666667,0.333333333,0,0.205236945,0.190258392,0.248309964,0.344707279,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
102,qx2398,1,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
103,qx2527,1,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
104,qx2529,1,0.5,0.666666667,0,0.666666667,0.666666667,0.666666667,0,0.110639323,0.140374043,0.194985769,0.294382281,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
105,qx2442,1,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
106,qx2422,1,0.5,0.666666667,0,0.333333333,1,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
107,qx2980,1,0.5,0.666666667,0,0.666666667,0.333333333,0.5,0,0.205236945,0.190258392,0.248309964,0.344707279,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
108,qx2374,1,0.5,0.666666667,0,0.666666667,0.333333333,0.5,0,0.205236945,0.190258392,0.248309964,0.344707279,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
109,qx2408,1,0.5,0.666666667,0,0.666666667,0.333333333,0.5,0,0.205236945,0.190258392,0.248309964,0.344707279,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
110,qx2986,1,0.5,0.666666667,0,0.666666667,0.666666667,0.333333333,0,0.205236945,0.190258392,0.248309964,0.344707279,1,1,0.335307221,0.210294092,0.256314383,0.312516464,0
111,qx2436,1,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.205236945,0.190258392,0.248309964,0.344707279,1,1,0.335307221,0.210294092,0.256314383,0.312516464,0
113,qx2411,1,0.5,0.666666667,0,0.333333333,0.666666667,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,0,1,0.335307221,0.210294092,0.256314383,0.312516464,0
114,qx2351,1,0.5,0.666666667,0,0.666666667,0.333333333,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,0,1,0.335307221,0.210294092,0.256314383,0.312516464,0
115,qx2525,1,0.666666667,0.666666667,0,0.333333333,1,0.666666667,0,0.110639323,0.140374043,0.194985769,0.294382281,4,0,0.110639323,0.140374043,0.194985769,0.294382281,4
116,qx2517,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,3,1,0.335307221,0.210294092,0.256314383,0.312516464,0
117,qx2393,1,0.666666667,0.666666667,0,0.666666667,0.333333333,0.666666667,0,0.205236945,0.190258392,0.248309964,0.344707279,3,1,0.335307221,0.210294092,0.256314383,0.312516464,0
118,qx2794,1,0.666666667,0.666666667,0,0.666666667,0.333333333,0.5,0,0.110639323,0.140374043,0.194985769,0.294382281,3,1,0.335307221,0.210294092,0.256314383,0.312516464,0
119,qx2431,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.5,0,0.205236945,0.190258392,0.248309964,0.344707279,2,1,0.335307221,0.210294092,0.256314383,0.312516464,0
120,qx2790,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.333333333,0,0.205236945,0.190258392,0.248309964,0.344707279,1,1,0.335307221,0.210294092,0.256314383,0.312516464,0
121,qx2524,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.5,0,0.205236945,0.190258392,0.248309964,0.344707279,1,1,0.335307221,0.210294092,0.256314383,0.312516464,0
122,qx2434,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.5,1,0.335307221,0.210294092,0.256314383,0.312516464,1,0,0.205236945,0.190258392,0.248309964,0.344707279,0
123,qx2167,0,0.333333333,0.666666667,0,0.666666667,0.666666667,0.5,0,0.143028733,0.108883105,0.150344372,0.220016259,2,1,0.457340993,0.321724526,0.354984843,0.417133574,0
124,qx140,0,0.666666667,0.666666667,1,0.666666667,0.666666667,0.5,0,0.180416884,0.147337534,0.18968878,0.275758146,1,1,0.457340993,0.321724526,0.354984843,0.417133574,1
125,qx154,0,0.833333333,0.666666667,1,0.666666667,0.666666667,0.5,0,0.180416884,0.147337534,0.18968878,0.275758146,2,1,0.457340993,0.321724526,0.354984843,0.417133574,2
126,qx102,0,0.833333333,0.666666667,1,1,0.333333333,0.666666667,1,0.457340993,0.321724526,0.354984843,0.417133574,2,0,0.19961348,0.156652408,0.16933981,0.240093801,2
127,qx848,0,0.833333333,0.666666667,1,0.666666667,0.666666667,0.5,0,0.180416884,0.147337534,0.18968878,0.275758146,2,1,0.457340993,0.321724526,0.354984843,0.417133574,1
128,qx2046,0,0.833333333,0.666666667,1,0.666666667,0.666666667,0.666666667,1,0.457340993,0.321724526,0.354984843,0.417133574,1,0,0.218287219,0.141634194,0.156633384,0.206330437,1
129,qx553,0,1,0.666666667,1,0.666666667,1,0.666666667,0,0.145730782,0.09586815,0.140120527,0.203943773,2,1,0.457340993,0.321724526,0.354984843,0.417133574,3
130,qx512,0,1,0.666666667,1,1,0.666666667,0.666666667,0,0.145730782,0.09586815,0.140120527,0.203943773,3,1,0.457340993,0.321724526,0.354984843,0.417133574,2
131,qx340,0,1,0.666666667,1,1,0.666666667,0.833333333,0,0.145730782,0.09586815,0.140120527,0.203943773,2,1,0.457340993,0.321724526,0.354984843,0.417133574,2
132,qx540,0,1,0.666666667,1,0.333333333,0.666666667,0.666666667,1,0.457340993,0.321724526,0.354984843,0.417133574,2,0,0.145730782,0.09586815,0.140120527,0.203943773,2
133,qx665,0,1,0.666666667,1,1,0.666666667,0.666666667,1,0.457340993,0.321724526,0.354984843,0.417133574,2,0,0.145730782,0.09586815,0.140120527,0.203943773,2
134,qx138,0,1,0.666666667,1,0.666666667,0.666666667,0.833333333,0,0.06749707,0.09586815,0.12433818,0.194474364,4,1,0.457340993,0.321724526,0.354984843,0.417133574,2
135,qx110,0,1,0.666666667,1,1,0.666666667,0.833333333,0,0.145730782,0.09586815,0.140120527,0.203943773,2,1,0.457340993,0.321724526,0.354984843,0.417133574,1
136,qx414,0,1,0.666666667,1,0.666666667,0.666666667,0.833333333,0,0.06749707,0.09586815,0.12433818,0.194474364,2,1,0.457340993,0.321724526,0.354984843,0.417133574,1
137,qx545,0,1,0.666666667,1,0.666666667,0.666666667,0.666666667,0,0.145730782,0.09586815,0.140120527,0.203943773,2,1,0.457340993,0.321724526,0.354984843,0.417133574,1
138,qx733,0,1,0.666666667,1,1,0.666666667,0.5,0,0.145730782,0.09586815,0.140120527,0.203943773,2,1,0.457340993,0.321724526,0.354984843,0.417133574,1
139,qx541,0,1,0.666666667,1,0.666666667,0.666666667,0.5,0,0.145730782,0.09586815,0.140120527,0.203943773,1,1,0.457340993,0.321724526,0.354984843,0.417133574,1
140,qx473,0,1,0.666666667,1,0.666666667,0.333333333,0.333333333,0,0.145730782,0.09586815,0.140120527,0.203943773,1,1,0.457340993,0.321724526,0.354984843,0.417133574,1
141,qx579,0,1,0.666666667,1,1,0.666666667,0.833333333,1,0.457340993,0.321724526,0.354984843,0.417133574,1,0,0.145730782,0.09586815,0.140120527,0.203943773,1
142,qx474,0,1,0.666666667,1,0.666666667,1,0.5,0,0.145730782,0.09586815,0.140120527,0.203943773,1,0,0.145730782,0.09586815,0.140120527,0.203943773,1
143,qx745,0,1,0.666666667,1,0.666666667,1,0.666666667,0,0.147021429,0.154659288,0.178010532,0.246982304,1,0,0.147021429,0.154659288,0.178010532,0.246982304,1
144,qx554,0,1,0.666666667,1,0.333333333,1,0.666666667,0,0.145730782,0.09586815,0.140120527,0.203943773,1,1,0.457340993,0.321724526,0.354984843,0.417133574,0
145,qx817,0,1,0.666666667,1,1,0.666666667,0.5,0,0.145730782,0.09586815,0.140120527,0.203943773,0,1,0.457340993,0.321724526,0.354984843,0.417133574,0
146,qx303,0,1,0.666666667,1,0.666666667,0.666666667,0.5,0,0.19961348,0.156652408,0.16933981,0.240093801,0,1,0.457340993,0.321724526,0.354984843,0.417133574,0
147,qx648,0,1,0.666666667,1,0.666666667,1,0.833333333,0,0.145730782,0.09586815,0.140120527,0.203943773,0,1,0.457340993,0.321724526,0.354984843,0.417133574,0
148,qx1016,0,1,0.666666667,1,1,1,1,0,0.222559128,0.13581783,0.172756331,0.222810036,0,1,0.457340993,0.321724526,0.354984843,0.417133574,0
149,qx2201,1,0.333333333,0.666666667,0,0.666666667,0.666666667,0.5,0,0.147021429,0.154659288,0.178010532,0.246982304,1,1,0.457340993,0.321724526,0.354984843,0.417133574,0
150,qx158,1,0.666666667,0.666666667,1,0.333333333,1,0.5,0,0.128384983,0.107418401,0.140178924,0.189175037,3,1,0.457340993,0.321724526,0.354984843,0.417133574,1
151,qx2027,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.5,0,0.198843693,0.164419845,0.193514577,0.250304582,3,1,0.457340993,0.321724526,0.354984843,0.417133574,0
152,qx2037,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.833333333,0,0.147021429,0.154659288,0.178010532,0.246982304,2,1,0.457340993,0.321724526,0.354984843,0.417133574,0
153,qx2232,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.333333333,0,0.127817913,0.143037321,0.17004532,0.24092442,0,1,0.457340993,0.321724526,0.354984843,0.417133574,0
154,qx168,1,0.833333333,0.666666667,1,0.666666667,0.666666667,0.5,0,0.090812393,0.097325425,0.123714282,0.194138644,2,1,0.457340993,0.321724526,0.354984843,0.417133574,1
155,qx130,1,0.833333333,0.666666667,1,0.666666667,0.666666667,0.5,1,0.457340993,0.321724526,0.354984843,0.417133574,2,0,0.128384983,0.107418401,0.140178924,0.189175037,1
156,qx96,1,0.833333333,0.666666667,1,0.666666667,0.666666667,0.833333333,0,0.090812393,0.097325425,0.123714282,0.194138644,2,1,0.457340993,0.321724526,0.354984843,0.417133574,0
157,qx159,1,0.833333333,0.666666667,1,0.666666667,0.666666667,0.666666667,1,0.457340993,0.321724526,0.354984843,0.417133574,2,0,0.128384983,0.107418401,0.140178924,0.189175037,0
158,qx798,1,1,0.666666667,1,0.666666667,0.666666667,0.5,1,0.457340993,0.321724526,0.354984843,0.417133574,2,0,0.019933082,0.070214507,0.114742938,0.200933413,2
159,qx374,1,1,0.666666667,1,0.666666667,0.666666667,0.5,0,0.019933082,0.070214507,0.114742938,0.200933413,1,1,0.457340993,0.321724526,0.354984843,0.417133574,1
160,qx119,1,1,0.666666667,1,1,0.666666667,0.833333333,1,0.457340993,0.321724526,0.354984843,0.417133574,1,0,0.019933082,0.070214507,0.114742938,0.200933413,1
161,qx153,1,1,0.666666667,1,0.666666667,0.666666667,0.333333333,1,0.457340993,0.321724526,0.354984843,0.417133574,1,0,0.121283564,0.138221602,0.165641193,0.207055491,1
162,qx753,1,1,0.666666667,1,1,0.666666667,0.166666667,1,0.457340993,0.321724526,0.354984843,0.417133574,1,0,0.128384983,0.107418401,0.140178924,0.189175037,1
163,qx2994,0,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.143028733,0.108883105,0.150344372,0.220016259,1,1,0.34092477,0.278689025,0.318695514,0.408176859,0
164,qx2995,0,0.5,0.666666667,0,0.666666667,0.666666667,0.5,0,0.143028733,0.108883105,0.150344372,0.220016259,1,1,0.34092477,0.278689025,0.318695514,0.408176859,0
165,qx477,0,1,0.666666667,1,0.666666667,0.666666667,0.5,1,0.34092477,0.278689025,0.318695514,0.408176859,2,0,0.026518139,0.099341923,0.145095737,0.185448934,2
166,qx576,0,1,0.666666667,1,0.666666667,0.666666667,0.666666667,0,0.145730782,0.09586815,0.140120527,0.203943773,3,1,0.34092477,0.278689025,0.318695514,0.408176859,1
167,qx748,0,1,0.666666667,1,1,0.666666667,0.833333333,0,0.145730782,0.09586815,0.140120527,0.203943773,2,1,0.34092477,0.278689025,0.318695514,0.408176859,1
168,qx111,0,1,0.666666667,1,0.666666667,0.666666667,0.666666667,0,0.19961348,0.156652408,0.16933981,0.240093801,1,1,0.34092477,0.278689025,0.318695514,0.408176859,1
169,qx339,0,1,0.666666667,1,1,0.666666667,0.666666667,0,0.145730782,0.09586815,0.140120527,0.203943773,1,1,0.34092477,0.278689025,0.318695514,0.408176859,1
170,qx628,0,1,0.666666667,1,0.666666667,0.666666667,0.833333333,0,0.145730782,0.09586815,0.140120527,0.203943773,0,1,0.34092477,0.278689025,0.318695514,0.408176859,0
171,qx124,0,1,0.666666667,1,0.666666667,0.333333333,0.666666667,0,0.207124797,0.163501163,0.194979697,0.269943307,0,1,0.34092477,0.278689025,0.318695514,0.408176859,0
172,qx1422,1,0.333333333,0.666666667,0,0.666666667,0.333333333,0.666666667,0,0.147021429,0.154659288,0.178010532,0.246982304,1,1,0.34092477,0.278689025,0.318695514,0.408176859,0
173,qx2159,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.833333333,0,0.198843693,0.164419845,0.193514577,0.250304582,1,0,0.198843693,0.164419845,0.193514577,0.250304582,1
174,qx2032,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.5,0,0.198843693,0.164419845,0.193514577,0.250304582,1,1,0.34092477,0.278689025,0.318695514,0.408176859,0
175,qx2153,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.333333333,0,0.198843693,0.164419845,0.193514577,0.250304582,1,1,0.34092477,0.278689025,0.318695514,0.408176859,0
176,qx450,1,0.833333333,0.666666667,1,0.666666667,0.666666667,0.666666667,0,0.019933082,0.070214507,0.114742938,0.200933413,2,1,0.34092477,0.278689025,0.318695514,0.408176859,3
177,qx230,1,1,0.666666667,1,0.666666667,0.666666667,0.5,0,0.121283564,0.138221602,0.165641193,0.207055491,1,1,0.34092477,0.278689025,0.318695514,0.408176859,1
178,qx142,1,1,0.666666667,1,0.666666667,1,0.5,0,0.145145056,0.438925137,0.596556993,0.778461169,2,1,0.34092477,0.278689025,0.318695514,0.408176859,0
179,qx498,1,1,0.666666667,1,0.666666667,1,0.5,0,0.127817913,0.143037321,0.17004532,0.24092442,0,1,0.34092477,0.278689025,0.318695514,0.408176859,0
